"","gene","len"
"4727","SPCC162.04c",2.326
"4728","SPNCRNA.91",0.149
"4729","SPAC56F8.13",1.582
"4730","SPNCRNA.209",0.643
"4731","SPCC4B3.08",1.062
"4732","SPCC645.13",2.85
"4733","SPAC688.10",4.786
"4734","SPBC582.06c",0.984
"4735","SPBPB2B2.10c",1.566
"4736","SPBC19C2.10",2.129
"4737","SPNCRNA.141",0.814
"4738","SPBP26C9.03c",3.641
"4739","SPAC6F6.02c",1.595
"4740","SPBC1685.15c",3.071
"4741","SPNCRNA.623",2.402
"4742","SPNCRNA.1337",1.747
"4743","SPBC9B6.06",1.022
"4744","SPBC2G2.09c",1.084
"4745","SPCC24B10.08c",1.785
"4746","SPCC31H12.07",2.738
"4747","SPAC664.15",2.927
"4748","SPAC23H4.16c",1.297
"4749","SPBC4F6.12",2.053
"4750","SPAC23H4.13c",1.563
"4751","SPCC569.03",1.589
"4752","SPCC1450.14c",4.175
"4753","SPBC1685.07c",3.434
"4754","SPNCRNA.679",2.091
"4755","SPNCRNA.1329",1.002
"4756","SPNCRNA.1175",1.015
"4757","SPAC24C9.02c",0.89
"4758","SPNCRNA.135",1.178
"4759","SPNCRNA.1178",2.065
"4760","SPNCRNA.1501",3.044
"4761","SPAC23C11.10",0.978
"4762","SPBC725.10",1.74
"4763","SPBC1861.09",2.068
"4764","SPNCRNA.956",0.206
"4765","SPBC36B7.07",1.996
"4766","SPNCRNA.1068",2.663
"4767","SPAC24H6.05",3.329
"4768","SPNCRNA.1318",2.122
"4769","SPBC25H2.08c",1.86
"4770","SPAC22F3.11c",0.826
"4771","SPBPJ4664.01",1.583
"4772","SPAC4F10.22",0.213
"4773","SPCC18.17c",1.977
"4774","SPBC16C6.03c",1.404
"4775","SPNCRNA.616",0.698
"4776","SPNCRNA.1275",1.294
"4777","SPNCRNA.1007",1.036
"4778","SPAC2H10.02c",0.926
"4779","SPAC2G11.05c",2.597
"4780","SPCC550.09",2.093
"4781","SPAC1F7.09c",1.635
"4782","SPNCRNA.925",3.147
"4783","SPBC19C7.09c",3.173
"4784","SPBPB2B2.13",1.95
"4785","SPAC3C7.13c",3.731
"4786","SPNCRNA.1463",1.879
"4787","SPRRNA.35",0.147
"4788","SPAC6F6.10c",1.337
"4789","SPBP8B7.14c",2.226
"4790","SPNCRNA.752",1.942
"4791","SPAC328.07c",1.574
"4792","SPAC56F8.06c",1.851
"4793","SPBC902.02c",3.122
"4794","SPBC12D12.01",2.981
"4795","SPBC17G9.04c",2.867
"4796","SPNCRNA.769",2.046
"4797","SPNCRNA.264",0.531
"4798","SPNCRNA.1601",2.542
"4799","SPNCRNA.1495",0.834
"4800","SPNCRNA.1449",1.194
"4801","SPBC1105.10",4.315
"4802","SPBC18H10.08c",2.682
"4803","SPCC31H12.08c",2.251
"4804","SPBPB8B6.04c",3.852
"4805","SPBC776.06c",2.554
"4806","SPBCPT2R1.08c",6.015
"4807","SPNCRNA.979",2.637
"4808","SPCC285.14",5.801
"4809","SPAC6G10.02c",3.959
"4810","SPNCRNA.720",0.797
"4811","SPBC947.06c",3.483
"4812","SPAC22A12.02c",0.375
"4813","SPNCRNA.612",1.171
"4814","SPBC146.10",2.165
"4815","SPNCRNA.1655",1.111
"4816","SPNCRNA.86",0.482
"4817","SPBC15C4.06c",2.303
"4818","SPNCRNA.1468",1.018
"4819","SPBC13G1.05",2.594
"4820","SPBC32H8.07",1.917
"4821","SPCC553.11c",1.375
"4822","SPAC6B12.10c",1.767
"4823","SPCC63.12c",1.256
"4824","SPNCRNA.853",0.888
"4825","SPCC962.05",2.297
"4826","SPBC23G7.04c",2.574
"4827","SPNCRNA.131",0.549
"4828","SPCC1840.08c",2.234
"4829","SPBC4B4.12c",0.879
"4830","SPBC1A4.01",0.957
"4831","SPCC16C4.01",1.963
"4832","SPBC13E7.05",2.639
"4833","SPBC215.14c",1.068
"4834","SPCC825.03c",1.758
"4835","SPCC24B10.04",1.328
"4836","SPBTRNAGLY.09",0.071
"4837","SPBTRNALEU.10",0.079
"4838","SPBC3H7.13",2.329
"4839","SPAC15A10.16",4.321
"4840","SPBC428.11",1.773
"4841","SPCC188.07",2.602
"4842","SPAC11G7.05c",1.929
"4843","SPAC3G6.09c",2.925
"4844","SPNCRNA.806",0.746
"4845","SPBP4H10.07",1.984
"4846","SPBC409.23",0.568
"4847","SPCC569.05c",4.189
"4848","SPNCRNA.828",1.424
"4849","SPNCRNA.755",1.801
"4850","SPAC9E9.01",0.649
"4851","SPBC119.11c",1.404
"4852","SPBC1677.02",1.053
"4853","SPAC144.14",1.981
"4854","SPBP23A10.16",0.674
"4855","SPNCRNA.801",2.423
"4856","SPAC57A7.15c",0.928
"4857","SPNCRNA.1172",0.546
"4858","SPBC16E9.13",2.374
"4859","SPBC1683.13c",2.105
"4860","SPBC16H5.15",0.777
"4861","SPCC830.02",1.301
"4862","SPBC16G5.18",1.404
"4863","SPAC11H11.01",1.753
"4864","SPAC1F7.12",1.455
"4865","SPBC582.10c",2.928
"4866","SPBC1778.02",2.404
"4867","SPNCRNA.1509",0.913
"4868","SPBC4C3.12",2.897
"4869","SPAC18B11.09c",1.158
"4870","SPCC622.15c",2.14
"4871","SPAC6G10.03c",2.219
"4872","SPBC16H5.06",1.298
"4873","SPNCRNA.729",1.538
"4874","SPNCRNA.432",1.496
"4875","SPNCRNA.1552",0.86
"4876","SPAC23C11.04c",3.49
"4877","SPNCRNA.1328",1.219
"4878","SPCC1259.16",1.708
"4879","SPCC622.05",2.083
"4880","SPNCRNA.1169",2.048
"4881","SPNCRNA.1245",1.353
"4882","SPBC3H7.09",1.914
"4883","SPNCRNA.204",0.625
"4884","SPAC328.08c",2.046
"4885","SPBC31E1.01c",5.116
"4886","SPNCRNA.1592",1.413
"4887","SPBTRNATRP.02",0.073
"4888","SPBC8D2.05c",2.781
"4889","SPAC513.02",1.255
"4890","SPACUNK4.15",1.296
"4891","SPBC19C7.04c",1.45
"4892","SPCC645.06c",5.385
"4893","SPBC839.14c",0.772
"4894","SPNCRNA.1583",2.276
"4895","SPAC25B8.19c",3.159
"4896","SPBC902.04",2.399
"4897","SPBC17A3.06",1.138
"4898","SPNCRNA.1569",0.671
"4899","SPCC162.05",1.072
"4900","SPAC23C11.16",2.604
"4901","SPNCRNA.305",0.3
"4902","SPCC61.03",1.349
"4903","SPBC9B6.03",2.395
"4904","SPAC27E2.04c",0.839
"4905","SPNCRNA.1362",3.012
"4906","SPAC56F8.12",1.253
"4907","SPAC1486.02c",1.779
"4908","SPATRNATHR.01",0.072
"4909","SPBC4B4.02c",2.301
"4910","SPCC1322.08",3.532
"4911","SPCC553.12c",1.566
"4912","SPAC1834.09",1.212
"4913","SPAC18G6.04c",2.047
"4914","SPBC30B4.07c",1.548
"4915","SPNCRNA.451",0.341
"4916","SPAC1687.16c",1.597
"4917","SPCC18.18c",2.732
"4918","SPBC36B7.05c",1.287
"4919","SPAC25B8.13c",3.114
"4920","SPBC409.18",1.153
"4921","SPAC26F1.04c",1.929
"4922","SPBC19C2.05",3.811
"4923","SPAC29B12.03",1.403
"4924","SPBC146.02",1.449
"4925","SPAC27D7.05c",0.753
"4926","SPBC405.02c",1.917
"4927","SPNCRNA.1077",1.276
"4928","SPAPB1A10.03",0.4
"4929","SPCC297.05",3.397
"4930","SPAC4D7.01c",5.696
"4931","SPAC652.01",1.664
"4932","SPBC56F2.05c",2.934
"4933","SPBC1773.13",2.117
"4934","SPNCRNA.168",0.976
"4935","SPNCRNA.1305",1.844
"4936","SPAC1071.05",1.692
"4937","SPBPB21E7.09",2.553
"4938","SPBC557.02c",0.692
"4939","SPAC631.01c",1.455
"4940","SPBC409.09c",1.323
"4941","SPBC23G7.10c",1.391
"4942","SPNCRNA.1249",0.743
"4943","SPNCRNA.930",4.706
"4944","SPBC29A10.02",2.091
"4945","SPAC7D4.02c",1.979
"4946","SPBC30B4.03c",1.848
"4947","SPNCRNA.1134",1.286
"4948","SPBC1711.18",0.261
"4949","SPAC513.07",1.759
"4950","SPAC8C9.05",1.257
"4951","SPNCRNA.1576",1.229
"4952","SPAC1805.16c",1.55
"4953","SPBC947.11c",3.116
"4954","SPAC922.07c",1.983
"4955","SPCC1259.12c",2.049
"4956","SPAC5H10.02c",2.294
"4957","SPBP26C9.02c",1.622
"4958","SPAC3H1.08c",0.92
"4959","SPBC32F12.16",0.544
"4960","SPAC144.09c",1.828
"4961","SPNCRNA.911",1.3
"4962","SPNCRNA.529",0.66
"4963","SPAC9E9.12c",4.761
"4964","SPNCRNA.1176",1.866
"4965","SPBTRNAASN.03",0.074
"4966","SPCC584.14",1.944
"4967","SPBC354.08c",3.687
"4968","SPBC365.07c",1.829
"4969","SPAC343.19",2.707
"4970","SPAC10F6.10",1.902
"4971","SPBC19F8.01c",2.775
"4972","SPAC10F6.11c",2.805
"4973","SPAC17A2.02c",1.849
"4974","SPNCRNA.1227",3.948
"4975","SPAC6G9.14",4.326
"4976","SPNCRNA.1577",1.391
"4977","SPNCRNA.475",0.188
"4978","SPCC613.08",1.365
"4979","SPAC2C4.04c",1.114
"4980","SPAC21E11.08",2.432
"4981","SPNCRNA.1351",1.186
"4982","SPBPB21E7.11",1.561
"4983","SPBC4.03c",3.291
"4984","SPCTRNAARG.08",0.073
"4985","SPAC1071.06",1.875
"4986","SPBC418.02",2.456
"4987","SPAC3G6.10c",0.854
"4988","SPBC1773.09c",2.01
"4989","SPAC4A8.03c",2.488
"4990","SPNCRNA.1301",2.084
"4991","SPNCRNA.1223",1.7
"4992","SPNCRNA.832",1.799
"4993","SPBC1D7.02c",3.52
"4994","SPNCRNA.1358",1.681
"4995","SPNCRNA.240",0.576
"4996","SPBC16A3.07c",2.685
"4997","SPBC9B6.08",1.071
"4998","SPBC530.09c",1.596
"4999","SPAC824.02",4.265
"5000","SPNCRNA.1097",1.798
"5001","SPCC777.03c",3.472
"5002","SPNCRNA.480",0.475
"5003","SPNCRNA.294",0.493
"5004","SPAC1F8.06",1.561
"5005","SPAC823.10c",1.393
"5006","SPCC1322.05c",2.357
"5007","SPAC3G9.16c",0.515
"5008","SPBC839.19",0.503
"5009","SPCC1322.06",3.951
"5010","SPNCRNA.1599",2.691
"5011","SPBC16G5.06",2.647
"5012","SPAC23D3.14c",1.949
"5013","SPNCRNA.506",0.96
"5014","SPAC24C9.16c",0.632
"5015","SPBC16D10.03",1.765
"5016","SPCC1919.04",1.512
"5017","SPAC513.03",0.509
"5018","SPNCRNA.748",0.624
"5019","SPAC1783.02c",1.6
"5020","SPCPJ732.01",2.267
"5021","SPBC1921.04c",0.457
"5022","SPBC2G2.10c",0.79
"5023","SPCPB16A4.06c",1.616
"5024","SPAC1D4.03c",1.931
"5025","SPCC126.06",1.696
"5026","SPAC16A10.01",3.432
"5027","SPNCRNA.877",0.819
"5028","SPAC1786.04",0.461
"5029","SPAC4G9.11c",0.758
"5030","SPCC1919.11",1.717
"5031","SPBC2G5.01",1.369
"5032","SPCC18.09c",3.098
"5033","SPAC1783.03",3.03
"5034","SPBPB2B2.02",1.649
"5035","SPBC21.01",1.781
"5036","SPAC26H5.11",4.443
"5037","SPBC30D10.04",0.745
"5038","SPNCRNA.1442",0.877
"5039","SPNCRNA.910",0.93
"5040","SPNCRNA.1644",2.675
"5041","SPNCRNA.1166",0.476
"5042","SPNCRNA.06",0.31
"5043","SPBPB2B2.05",1.096
"5044","SPBC14C8.10",4.98
"5045","SPBC16H5.14c",2.233
"5046","SPBC16E9.02c",2.21
"5047","SPBC106.01",2.601
"5048","SPBC1711.14",0.659
"5049","SPCC16C4.17",1.239
"5050","SPCC4G3.09c",2.692
"5051","SPAC18B11.05",1.897
"5052","SPBC8D2.01",2.477
"5053","SPBC1A4.05",4.141
"5054","SPNCRNA.900",1.271
"5055","SPCC16C4.14c",3.079
"5056","SPNCRNA.68",0.455
"5057","SPAC1039.01",3.178
"5058","SPAC15A10.13",3.401
"5059","SPAC1565.03",1.036
"5060","SPAC1002.15c",2.775
"5061","SPNCRNA.171",0.337
"5062","SPBC1A4.09",5.147
"5063","SPCC645.12c",0.736
"5064","SPBC713.05",1.353
"5065","SPNCRNA.1431",1.648
"5066","SPNCRNA.1454",1.684
"5067","SPBC3D6.07",1.572
"5068","SPAC821.04c",3.518
"5069","SPNCRNA.100",0.203
"5070","SPAC1805.08",0.697
"5071","SPBC36.10",1.706
"5072","SPAC5H10.11",1.766
"5073","SPNCRNA.1053",1.298
"5074","SPAC607.10",4.379
"5075","SPNCRNA.169",0.389
"5076","SPAC3A11.03",3.71
"5077","SPAC1687.13c",1.278
"5078","SPNCRNA.1099",0.58
"5079","SPBC4C3.04c",0.688
"5080","SPAC2F3.14c",1.284
"5081","SPBC651.05c",1.197
"5082","SPNCRNA.440",1.194
"5083","SPAC513.04",0.303
"5084","SPAC1296.03c",1.854
"5085","SPAC12B10.03",2.559
"5086","SPNCRNA.847",2.059
"5087","SPAC23A1.07",1.013
"5088","SPBC16C6.04",1.233
"5089","SPAC19G12.12",1.432
"5090","SPAC1071.11",2.247
"5091","SPBC725.11c",2.084
"5092","SPBC359.04c",3.395
"5093","SPBC530.04",3.164
"5094","SPAC23C11.06c",1.967
"5095","SPAC11D3.10",4.147
"5096","SPNCRNA.1489",2.012
"5097","SPCC16C4.06c",2.967
"5098","SPBC15D4.11c",1.061
"5099","SPAC6G9.03c",1.59
"5100","SPNCRNA.1092",1.328
"5101","SPNCRNA.1387",1.44
"5102","SPNCRNA.210",0.503
"5103","SPNCRNA.1320",1.64
"5104","SPCC18.02",2.101
"5105","SPBC21B10.07",2.024
"5106","SPNCRNA.1192",0.793
"5107","SPNCRNA.1572",2.889
"5108","SPAC2F7.04",2.125
"5109","SPAC1F3.03",4.888
"5110","SPNCRNA.1373",1.044
"5111","SPBC530.11c",4.98
"5112","SPAC14C4.06c",2.045
"5113","SPAC328.04",3.101
"5114","SPNCRNA.1429",0.71
"5115","SPNCRNA.229",0.471
"5116","SPAC57A7.05",7.435
"5117","SPBP22H7.03",1.227
"5118","SPCC11E10.06c",1.437
"5119","SPAC167.05",3.385
"5120","SPNCRNA.07",0.744
"5121","SPAC19A8.11c",5.178
"5122","SPCC1442.15c",1.393
"5123","SPCC24B10.20",0.765
"5124","SPCC24B10.07",2.782
"5125","SPAC1420.03",1.587
"5126","SPAC22H10.04",2.018
"5127","SPBC215.04",1.088
"5128","SPNCRNA.1478",1.387
"5129","SPCPB16A4.07",0.736
"5130","SPNCRNA.1293",0.993
"5131","SPNCRNA.523",0.504
"5132","SPAPB15E9.02c",2.27
"5133","SPAC13G6.14",1.397
"5134","SPBC29A3.10c",1.118
"5135","SPBC1198.14c",1.815
"5136","SPAC19A8.16",0.529
"5137","SPCC1259.03",1.214
"5138","SPBC106.09",5.113
"5139","SPAPB1A10.09",2.718
"5140","SPBC8E4.05c",1.499
"5141","SPBC1271.15c",3.158
"5142","SPNCRNA.1416",1.302
"5143","SPNCRNA.1424",1.313
"5144","SPAC227.11c",3.286
"5145","SPNCRNA.1036",1.736
"5146","SPAC56E4.02c",1.221
"5147","SPAC16E8.02",2.863
"5148","SPBC2F12.10",1.764
"5149","SPAC1687.04",2.022
"5150","SPAC6G9.15c",2.095
"5151","SPBC15D4.01c",2.362
"5152","SPNCRNA.1366",2.32
"5153","SPAC6B12.16",1.241
"5154","SPAC29A4.06c",1.329
"5155","SPBP35G2.11c",2.212
"5156","SPBC14C8.07c",2.077
"5157","SPBC36B7.06c",0.953
"5158","SPNCRNA.779",1.077
"5159","SPAC25B8.18",0.748
"5160","SPNCRNA.1105",3.753
"5161","SPAC3F10.15c",3.797
"5162","SPAPJ691.02",1.541
"5163","SPCC330.12c",0.973
"5164","SPNCRNA.1282",0.673
"5165","SPBC1734.08",1.897
"5166","SPNCRNA.997",0.665
"5167","SPATRNALEU.01",0.094
"5168","SPAC16C9.07",3.149
"5169","SPAC4H3.04c",1.474
"5170","SPACUNK4.20",1.475
"5171","SPNCRNA.812",2.78
"5172","SPNCRNA.1170",1.759
"5173","SPNCRNA.887",2.258
"5174","SPNCRNA.270",1.102
"5175","SPNCRNA.1413",2.542
"5176","SPNCRNA.1516",1.211
"5177","SPNCRNA.1210",1.468
"5178","SPAC17C9.14",1.178
"5179","SPCC663.12",4.415
"5180","SPAC343.21",2.592
"5181","SPAC8E11.06",0.194
"5182","SPCC63.13",0.947
"5183","SPNCRNA.1410",1.505
"5184","SPAC1D4.06c",1.093
"5185","SPNCRNA.358",0.31
"5186","SPAC22F3.15",0.495
"5187","SPAC823.02",0.17
"5188","SPNCRNA.899",0.803
"5189","SPBC577.04",1.479
"5190","SPCC4G3.12c",3.164
"5191","SPAPB1A10.16",0.486
"5192","SPNCRNA.1659",2.61
"5193","SPCC553.01c",2.738
"5194","SPAC1952.14c",0.91
"5195","SPAC1F5.08c",1.573
"5196","SPAP32A8.03c",2.086
"5197","SPAC977.13c",0.829
"5198","SPCC965.09",1.726
"5199","SPNCRNA.1654",1.017
"5200","SPNCRNA.829",2.702
"5201","SPBC1105.13c",1.438
"5202","SPCC1235.12c",1.157
"5203","SPBC25H2.16c",2.236
"5204","SPAC3G6.05",1.794
"5205","SPAC25G10.07c",3.83
"5206","SPCPB1C11.03",2.611
"5207","SPCC970.11c",2.032
"5208","SPNCRNA.1232",0.971
"5209","SPAPB17E12.07c",2.03
"5210","SPAC1039.03",1.763
"5211","SPNCRNA.1063",3.449
"5212","SPAC3G9.12",5.467
"5213","SPBC30D10.14",0.984
"5214","SPNCRNA.400",0.759
"5215","SPAC19E9.03",3.109
"5216","SPNCRNA.1323",1.918
"5217","SPBTRNALEU.09",0.079
"5218","SPNCRNA.1020",0.76
"5219","SPNCRNA.323",0.39
"5220","SPAC1B3.08",2.031
"5221","SPCPB1C11.01",2.731
"5222","SPBC21C3.05",1.06
"5223","SPNCRNA.1212",2.905
"5224","SPBC4C3.08",1.669
"5225","SPNCRNA.1030",1.321
"5226","SPNCRNA.1271",1.492
"5227","SPAC3F10.05c",1.431
"5228","SPAC22G7.08",2.324
"5229","SPBPB10D8.03",1.303
"5230","SPCC18.04",2.938
"5231","SPSNORNA.16",0.082
"5232","SPAC14C4.12c",1.806
"5233","SPNCRNA.1453",1.5
"5234","SPNCRNA.1303",0.685
"5235","SPNCRNA.691",0.956
"5236","SPNCRNA.219",0.416
"5237","SPAPB1A10.04c",1.269
"5238","SPNCRNA.1426",0.854
"5239","SPAC19G12.16c",2.741
"5240","SPAC227.16c",1.125
"5241","SPNCRNA.324",0.455
"5242","SPNCRNA.1683",1.13
"5243","SPNCRNA.1276",2.275
"5244","SPNCRNA.926",1.552
"5245","SPCC757.11c",2.088
"5246","SPNCRNA.680",1.978
"5247","SPBC23E6.03c",4.445
"5248","SPAC2F7.09c",1.959
"5249","SPCC1322.12c",3.446
"5250","SPAC6F12.12",2.967
"5251","SPNCRNA.1235",4.329
"5252","SPNCRNA.71",0.17
"5253","SPCC736.11",2.968
"5254","SPAC167.09",1.574
"5255","SPAPB1A10.07c",1.844
"5256","SPAC17G6.02c",2.01
"5257","SPAC23C4.05c",1.629
"5258","SPBC530.03c",1.52
"5259","SPCC63.05",1.226
"5260","SPCC737.03c",3.857
"5261","SPCC1183.10",2.225
"5262","SPNCRNA.1368",2.416
"5263","SPCC330.04c",1.428
"5264","SPNCRNA.968",1.255
"5265","SPNCRNA.955",1.08
"5266","SPNCRNA.642",0.705
"5267","SPAC13C5.04",0.977
"5268","SPAC17H9.18c",0.318
"5269","SPAC17H9.19c",1.906
"5270","SPNCRNA.1671",2.113
"5271","SPAC15A10.09c",1.544
"5272","SPBC11C11.02",3.282
"5273","SPNCRNA.1613",1.604
"5274","SPAC5D6.08c",1.276
"5275","SPAC19A8.03",2.541
"5276","SPAC227.15",3.316
"5277","SPBC2D10.08c",0.786
"5278","SPNCRNA.1340",1.091
"5279","SPCC970.07c",2.138
"5280","SPNCRNA.1104",2.813
"5281","SPNCRNA.1392",0.89
"5282","SPAC17A2.11",2.014
"5283","SPCC162.10",3.397
"5284","SPBC16A3.03c",2.807
"5285","SPNCRNA.940",0.692
"5286","SPCC1183.09c",1.239
"5287","SPBC31F10.05",1.305
"5288","SPNCRNA.477",0.997
"5289","SPBC3B9.06c",1.428
"5290","SPNCRNA.1401",1.532
"5291","SPAC26H5.03",2.444
"5292","SPAC25B8.07c",1.729
"5293","SPBC1271.13",1.058
"5294","SPBC543.04",2.75
"5295","SPNCRNA.1321",1.319
"5296","SPAC23D3.08",2.821
"5297","SPBC15D4.13c",0.731
"5298","SPCC962.02c",3.509
"5299","SPBC1734.15",2.078
"5300","SPBC428.14",2.772
"5301","SPAC23D3.01",1.375
"5302","SPNCRNA.1149",0.774
"5303","SPAC343.11c",5.031
"5304","SPNCRNA.944",1.137
"5305","SPNCRNA.1241",0.745
"5306","SPCC126.13c",1.482
"5307","SPNCRNA.609",4.339
"5308","SPBC83.03c",2.206
"5309","SPBP8B7.26",1.064
"5310","SPNCRNA.711",1.673
"5311","SPBC25D12.02c",2.313
"5312","SPNCRNA.732",1.272
"5313","SPNCRNA.566",0.555
"5314","SPCP1E11.03",1.522
"5315","SPBC776.16",1.811
"5316","SPCC24B10.15",2.038
"5317","SPNCRNA.630",2.246
"5318","SPAC4F10.15c",2.264
"5319","SPBC3H7.04",1.193
"5320","SPCC1919.03c",1.538
"5321","SPNCRNA.1034",0.407
"5322","SPNCRNA.1443",2.796
"5323","SPCC1739.04c",1.508
"5324","SPNCRNA.1437",0.729
"5325","SPCC757.12",2.607
"5326","SPBC651.04",2.447
"5327","SPAC25A8.03c",1.922
"5328","SPAC20G4.05c",1.999
"5329","SPCC24B10.02c",1.834
"5330","SPNCRNA.261",0.515
"5331","SPAC688.02c",1.123
"5332","SPNCRNA.1010",0.336
"5333","SPBC13G1.15c",0.864
"5334","SPAC19G12.05",1.27
"5335","SPCTRNASER.09",0.082
"5336","SPNCRNA.329",1.181
"5337","SPAC6G9.13c",0.624
"5338","SPAC17A5.05c",0.744
"5339","SPCC1442.05c",0.79
"5340","SPNCRNA.1591",1.397
"5341","SPNCRNA.187",0.402
"5342","SPCC16C4.07",1.776
"5343","SPBC887.19",3.596
"5344","SPNCRNA.1661",1.833
"5345","SPAC8C9.09c",1.495
"5346","SPAC1142.09",0.348
"5347","SPAC1002.17c",1.343
"5348","SPBC13E7.07",2.907
"5349","SPAC13F5.03c",2.41
"5350","SPBC2D10.17",4.056
"5351","SPNCRNA.1691",1.503
"5352","SPNCRNA.1018",1.629
"5353","SPAPB17E12.09",0.875
"5354","SPNCRNA.834",2.046
"5355","SPAC24B11.10c",3.303
"5356","SPCC18.20",1.251
"5357","SPAC323.08",0.694
"5358","SPAC25A8.02",1.914
"5359","SPNCRNA.247",0.483
"5360","SPBC13G1.16",1.005
"5361","SPNCRNA.543",0.359
"5362","SPAC22A12.17c",3.67
"5363","SPBC17D11.03c",1.175
"5364","SPAC31G5.12c",1.861
"5365","SPAC4H3.08",1.639
"5366","SPAC2F7.11",3.775
"5367","SPNCRNA.1186",0.498
"5368","SPNCRNA.1335",0.926
"5369","SPBP23A10.10",2.542
"5370","SPCC1020.12c",1.063
"5371","SPBC18H10.17c",1.382
"5372","SPBC530.15c",3.952
"5373","SPNCRNA.346",1.051
"5374","SPBC6B1.02",3.608
"5375","SPAC4H3.17",0.261
"5376","SPNCRNA.1422",1.102
"5377","SPCC584.16c",0.696
"5378","SPCC1450.08c",1.588
"5379","SPBC337.06c",1.045
"5380","SPCC61.05",2.453
"5381","SPBPB2B2.11",3.631
"5382","SPNCRNA.811",1.12
"5383","SPAPB8E5.04c",1.543
"5384","SPNCRNA.1521",0.966
"5385","SPCC191.10",0.909
"5386","SPNCRNA.148",0.219
"5387","SPAC23C4.02",2.083
"5388","SPBC28F2.06c",1.255
"5389","SPNCRNA.1608",1.42
"5390","SPBC26H8.13c",1.214
"5391","SPBC646.02",4.247
"5392","SPNCRNA.1571",3.307
"5393","SPCC569.07",2.473
"5394","SPAC6B12.04c",2.29
"5395","SPAC17A5.11",1.279
"5396","SPBC887.06c",0.823
"5397","SPNCRNA.186",1.119
"5398","SPBC359.06",1.083
"5399","SPBC577.13",3.004
"5400","SPAPB8E5.10",1.659
"5401","SPAC6F6.15",1.698
"5402","SPBC646.13",1.578
"5403","SPCC1827.04",2.399
"5404","SPBC1539.01c",0.903
"5405","SPCC61.04c",1.417
"5406","SPCC74.04",3.281
"5407","SPNCRNA.1518",2.019
"5408","SPNCRNA.1333",0.534
"5409","SPNCRNA.299",1.088
"5410","SPAC607.02c",1.258
"5411","SPCC1682.08c",2.367
"5412","SPAC18G6.12c",1.295
"5413","SPNCRNA.738",0.953
"5414","SPBC119.14",1.7
"5415","SPAC7D4.09c",1.226
"5416","SPNCRNA.777",2.491
"5417","SPBC1271.03c",1.382
"5418","SPNCRNA.1057",0.356
"5419","SPAC4F10.18",1.743
"5420","SPNCRNA.1314",0.79
"5421","SPBC3H7.12",1.602
"5422","SPCC594.03",1.274
"5423","SPBC18E5.07",2.031
"5424","SPAC328.05",2.414
"5425","SPBC887.10",2.048
"5426","SPAC26H5.08c",1.654
"5427","SPNCRNA.1061",1.32
"5428","SPNCRNA.1013",0.719
"5429","SPAC15A10.07",1.266
"5430","SPNCRNA.1447",3.57
"5431","SPNCRNA.1694",0.956
"5432","SPNCRNA.311",0.386
"5433","SPNCRNA.1574",2.307
"5434","SPCC18.11c",1.24
"5435","SPAC869.10c",2.255
"5436","SPAC227.08c",1.024
"5437","SPBP4H10.18c",1.058
"5438","SPBC342.05",2.645
"5439","SPAC24C9.15c",1.722
"5440","SPAC23H3.14",1.934
"5441","SPCC1840.04",3.402
"5442","SPCC736.07c",2.546
"5443","SPAC21E11.03c",1.481
"5444","SPBC460.04c",1.176
"5445","SPBC2F12.12c",2.098
"5446","SPAC23C4.18c",4.661
"5447","SPNCRNA.40",0.191
"5448","SPBC16E9.07",1.973
"5449","SPBC1861.05",4.179
"5450","SPAC6C3.08",1.21
"5451","SPAC6F6.09",0.933
"5452","SPRRNA.11",0.119
"5453","SPAC18G6.02c",3.855
"5454","SPBC1347.03",1.164
"5455","SPAC3H1.09c",2.7
"5456","SPNCRNA.1619",0.986
"5457","SPCC285.10c",1.979
"5458","SPAC19G12.02c",4.564
"5459","SPNCRNA.1400",0.699
"5460","SPBC800.09",1.95
"5461","SPNCRNA.296",0.614
"5462","SPAC5D6.09c",3.4
"5463","SPBC32H8.02c",3.4
"5464","SPAC637.03",1.443
"5465","SPCC70.12c",3.597
"5466","SPAC644.05c",0.692
"5467","SPNCRNA.1299",0.743
"5468","SPAC26F1.01",3.418
"5469","SPCC794.04c",3.893
"5470","SPNCRNA.80",0.299
"5471","SPBC19F8.03c",2.507
"5472","SPBC13E7.06",1.407
"5473","SPNCRNA.1356",1.447
"5474","SPNCRNA.1002",1.73
"5475","SPCC126.04c",1.487
"5476","SPAC9G1.07",1.568
"5477","SPCC1795.12c",1.105
"5478","SPAC4G9.04c",3.52
"5479","SPNCRNA.1250",1.554
"5480","SPAC17D4.03c",2.628
"5481","SPBP22H7.04",2.591
"5482","SPCC1682.07",1.878
"5483","SPAPB17E12.04c",2.106
"5484","SPAC630.09c",1.467
"5485","SPAC11D3.09",1.93
"5486","SPBC11B10.04c",1.411
"5487","SPCC4G3.16",1.73
"5488","SPAC19G12.17",0.714
"5489","SPNCRNA.1544",1.669
"5490","SPBC21C3.09c",1.585
"5491","SPRRNA.49",3.485
"5492","SPCC1450.01c",0.944
"5493","SPAC23G3.03",2.034
"5494","SPCC285.06c",1.285
"5495","SPAC1039.10",1.089
"5496","SPBC530.01",2.843
"5497","SPAC16C9.06c",2.983
"5498","SPCC622.11",2.125
"5499","SPAC13G7.03",1.194
"5500","SPNCRNA.1280",2.626
